trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
991,False,"{'a': 0.5, 'e': 0.7170678206313037}",25,0,-43.835935026409686,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
992,False,"{'a': 0.5, 'e': 0.7165246374639929}",20,0,-103.04570454745067,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
993,False,"{'a': 0.5, 'e': 0.7159810194801765}",20,0,-75.4605597470188,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
994,False,"{'a': 0.5, 'e': 0.7154369670097442}",20,0,4.165325308109259,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
995,False,"{'a': 0.5, 'e': 0.7148924803828496}",20,0,-36.472532405383916,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
996,False,"{'a': 0.5, 'e': 0.7143475599299091}",25,0,-131.4210852033651,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
997,False,"{'a': 0.5, 'e': 0.7138022059816029}",20,0,-173.87720388880507,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",0
998,False,"{'a': 0.5, 'e': 0.713256418868874}",30,0,-34.05092283998573,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
999,False,"{'a': 0.5, 'e': 0.7127101989229286}",20,0,-159.8519179788335,"{0: 11, 1: 1, 2: 3, 3: 3, 4: 2}",0
1000,False,"{'a': 0.5, 'e': 0.7121635464752354}",25,0,-22.40813993110942,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
1001,False,"{'a': 0.5, 'e': 0.7116164618575253}",20,0,-35.49929820079839,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
1002,False,"{'a': 0.5, 'e': 0.7110689454017914}",30,0,-103.99247427653755,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
1003,False,"{'a': 0.5, 'e': 0.7105209974402897}",35,5,-114.36157247677338,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",1
1004,False,"{'a': 0.5, 'e': 0.7099726183055373}",25,0,-166.54048725588325,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
1005,False,"{'a': 0.5, 'e': 0.7094238083303128}",35,0,-149.02602396304624,"{0: 21, 1: 5, 2: 6, 3: 2, 4: 1}",0
1006,False,"{'a': 0.5, 'e': 0.7088745678476568}",20,0,-74.06889032445837,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
1007,False,"{'a': 0.5, 'e': 0.7083248971908711}",20,0,-125.89927056373782,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
1008,False,"{'a': 0.5, 'e': 0.7077747966935181}",20,8,-3.9432868527350067,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1009,False,"{'a': 0.5, 'e': 0.7072242666894214}",20,13,-22.006171408679002,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
1010,False,"{'a': 0.5, 'e': 0.7066733075126651}",25,0,-110.73363268096168,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
1011,False,"{'a': 0.5, 'e': 0.7061219194975941}",25,12,20.27789712389875,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.5, 'e': 0.7055701029788128}",20,0,-76.18872286110405,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1013,False,"{'a': 0.5, 'e': 0.7050178582911865}",20,0,-100.22065584609932,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
1014,False,"{'a': 0.5, 'e': 0.7044651857698395}",20,0,-45.52835938990076,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
1015,False,"{'a': 0.5, 'e': 0.7039120857501564}",20,0,-69.0190883062803,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1016,False,"{'a': 0.5, 'e': 0.7033585585677808}",25,0,-88.54139252569703,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
1017,False,"{'a': 0.5, 'e': 0.7028046045586159}",20,0,-137.02182897500703,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
1018,False,"{'a': 0.5, 'e': 0.7022502240588235}",30,0,-76.00340678312068,"{0: 26, 1: 1, 2: 0, 3: 1, 4: 2}",0
1019,False,"{'a': 0.5, 'e': 0.7016954174048243}",30,0,-159.9795166135909,"{0: 19, 1: 0, 2: 7, 3: 2, 4: 2}",0
1020,False,"{'a': 0.5, 'e': 0.701140184933298}",25,0,-237.74790484072997,"{0: 13, 1: 2, 2: 4, 3: 2, 4: 4}",0
1021,False,"{'a': 0.5, 'e': 0.7005845269811822}",35,0,-95.32406112386323,"{0: 27, 1: 2, 2: 4, 3: 0, 4: 2}",0
1022,False,"{'a': 0.5, 'e': 0.700028443885673}",30,0,-18.06208449225407,"{0: 27, 1: 0, 2: 1, 3: 2, 4: 0}",0
1023,False,"{'a': 0.5, 'e': 0.6994719359842242}",25,0,-79.4923175120604,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
1024,False,"{'a': 0.5, 'e': 0.698915003614548}",20,0,-116.45544426733854,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
1025,False,"{'a': 0.5, 'e': 0.6983576471146133}",20,0,-59.706315528801085,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1026,False,"{'a': 0.5, 'e': 0.6977998668226473}",30,0,-80.24104206385532,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
1027,False,"{'a': 0.5, 'e': 0.6972416630771336}",35,0,-151.1887524519004,"{0: 24, 1: 3, 2: 3, 3: 3, 4: 2}",0
1028,False,"{'a': 0.5, 'e': 0.6966830362168133}",25,0,-84.0984248679938,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 0}",0
1029,False,"{'a': 0.5, 'e': 0.6961239865806839}",20,0,-62.64199104130919,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1030,False,"{'a': 0.5, 'e': 0.6955645145079998}",20,0,-107.89854664251617,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
1031,False,"{'a': 0.5, 'e': 0.6950046203382716}",25,0,-112.57711057492348,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
1032,False,"{'a': 0.5, 'e': 0.6944443044112657}",25,0,-37.57274397094817,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
1033,False,"{'a': 0.5, 'e': 0.693883567067005}",25,0,-160.9958738286321,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
1034,False,"{'a': 0.5, 'e': 0.6933224086457681}",20,0,-47.92678294577109,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
1035,False,"{'a': 0.5, 'e': 0.6927608294880885}",20,0,-106.0734461800755,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
1036,False,"{'a': 0.5, 'e': 0.6921988299347557}",25,0,-67.19382179035904,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
1037,False,"{'a': 0.5, 'e': 0.6916364103268139}",25,0,-25.162826697467015,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
1038,False,"{'a': 0.5, 'e': 0.6910735710055625}",25,0,-30.247287927683985,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
1039,False,"{'a': 0.5, 'e': 0.6905103123125556}",25,0,-47.799888216547345,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
1040,False,"{'a': 0.5, 'e': 0.6899466345896011}",25,0,-148.5002093274891,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
1041,False,"{'a': 0.5, 'e': 0.6893825381787623}",25,0,-179.41067907703493,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
1042,False,"{'a': 0.5, 'e': 0.6888180234223558}",20,0,-91.9858911160506,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
1043,False,"{'a': 0.5, 'e': 0.6882530906629523}",30,0,-308.5567724155987,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 6}",0
1044,False,"{'a': 0.5, 'e': 0.6876877402433761}",20,0,-62.57963568818334,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
1045,False,"{'a': 0.5, 'e': 0.6871219725067049}",25,0,-128.55463365163843,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
1046,False,"{'a': 0.5, 'e': 0.68655578779627}",20,0,-43.508541072684885,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
1047,False,"{'a': 0.5, 'e': 0.6859891864556554}",20,0,-90.63439363789719,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
1048,False,"{'a': 0.5, 'e': 0.6854221688286979}",25,0,-56.47858307318706,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
1049,False,"{'a': 0.5, 'e': 0.684854735259487}",35,24,-47.599877628601284,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
1050,False,"{'a': 0.5, 'e': 0.6842868860923648}",20,0,-61.5171814179736,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1051,False,"{'a': 0.5, 'e': 0.6837186216719253}",30,0,-162.39952658912742,"{0: 17, 1: 3, 2: 6, 3: 3, 4: 1}",0
1052,False,"{'a': 0.5, 'e': 0.6831499423430147}",25,0,-135.42036129205377,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
1053,False,"{'a': 0.5, 'e': 0.682580848450731}",25,0,-110.58656923080167,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
1054,False,"{'a': 0.5, 'e': 0.6820113403404235}",20,0,-94.29630656129443,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
1055,False,"{'a': 0.5, 'e': 0.6814414183576932}",25,0,-37.373248608157596,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
1056,False,"{'a': 0.5, 'e': 0.680871082848392}",25,5,-60.986157672338464,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",1
1057,False,"{'a': 0.5, 'e': 0.680300334158623}",20,0,-161.0285326490988,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
1058,False,"{'a': 0.5, 'e': 0.6797291726347396}",20,0,-124.73185035671797,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
1059,False,"{'a': 0.5, 'e': 0.6791575986233465}",25,0,-153.448272228598,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
1060,False,"{'a': 0.5, 'e': 0.6785856124712977}",20,0,-64.35009897049865,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
1061,False,"{'a': 0.5, 'e': 0.6780132145256982}",25,0,-63.39856222589348,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
1062,False,"{'a': 0.5, 'e': 0.6774404051339022}",25,0,-106.77276615436931,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
1063,False,"{'a': 0.5, 'e': 0.6768671846435143}",30,0,-22.59183884599327,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
1064,False,"{'a': 0.5, 'e': 0.6762935534023878}",25,0,-113.77988103141095,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
1065,False,"{'a': 0.5, 'e': 0.675719511758626}",20,0,-120.12415385467135,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
1066,False,"{'a': 0.5, 'e': 0.6751450600605806}",20,0,-24.46482983220734,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
1067,False,"{'a': 0.5, 'e': 0.6745701986568525}",30,0,-107.69316721237298,"{0: 19, 1: 5, 2: 3, 3: 2, 4: 1}",1
1068,False,"{'a': 0.5, 'e': 0.6739949278962912}",20,0,-102.84305412804835,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
1069,False,"{'a': 0.5, 'e': 0.6734192481279947}",20,0,-74.74766220975734,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1070,False,"{'a': 0.5, 'e': 0.6728431597013087}",25,0,-88.5630445013353,"{0: 17, 1: 2, 2: 2, 3: 4, 4: 0}",0
1071,False,"{'a': 0.5, 'e': 0.6722666629658275}",25,0,-52.92528211179991,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
1072,False,"{'a': 0.5, 'e': 0.671689758271393}",20,0,-44.469881728667154,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
1073,False,"{'a': 0.5, 'e': 0.6711124459680945}",20,0,-44.05042399369494,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1074,False,"{'a': 0.5, 'e': 0.6705347264062688}",25,0,-29.531909804358442,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
1075,False,"{'a': 0.5, 'e': 0.6699565999364996}",30,0,-179.4738184798474,"{0: 20, 1: 2, 2: 3, 3: 2, 4: 3}",0
1076,False,"{'a': 0.5, 'e': 0.6693780669096181}",35,6,-1.6466353665188693,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 0}",1
1077,False,"{'a': 0.5, 'e': 0.6687991276767016}",20,0,-64.30754456913058,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
1078,False,"{'a': 0.5, 'e': 0.6682197825890741}",20,0,-33.90905135031106,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1079,False,"{'a': 0.5, 'e': 0.667640031998306}",25,0,-100.40982985219564,"{0: 18, 1: 1, 2: 2, 3: 3, 4: 1}",0
1080,False,"{'a': 0.5, 'e': 0.6670598762562138}",20,0,-125.20410067477923,"{0: 12, 1: 0, 2: 4, 3: 3, 4: 1}",0
1081,False,"{'a': 0.5, 'e': 0.6664793157148596}",20,0,-86.65178746683104,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
1082,False,"{'a': 0.5, 'e': 0.6658983507265517}",20,0,-73.28476894708994,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
1083,False,"{'a': 0.5, 'e': 0.6653169816438429}",20,0,-94.17561652970105,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
1084,False,"{'a': 0.5, 'e': 0.6647352088195322}",20,0,-48.31932188069584,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1085,False,"{'a': 0.5, 'e': 0.6641530326066629}",25,0,-86.56739642543091,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
1086,False,"{'a': 0.5, 'e': 0.6635704533585237}",30,0,-86.3048340228827,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
1087,False,"{'a': 0.5, 'e': 0.6629874714286473}",30,0,-32.26464881513296,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",0
1088,False,"{'a': 0.5, 'e': 0.6624040871708111}",25,0,-55.27142102588961,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
1089,False,"{'a': 0.5, 'e': 0.6618203009390365}",25,0,-66.20527839911952,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
1090,False,"{'a': 0.5, 'e': 0.6612361130875891}",20,0,-62.821082807203815,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1091,False,"{'a': 0.5, 'e': 0.6606515239709778}",20,0,-83.82594032326674,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
1092,False,"{'a': 0.5, 'e': 0.6600665339439553}",25,0,-81.21251188020081,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
1093,False,"{'a': 0.5, 'e': 0.6594811433615176}",20,0,-158.43749713731498,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
1094,False,"{'a': 0.5, 'e': 0.6588953525789036}",20,0,-98.95778184878112,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
1095,False,"{'a': 0.5, 'e': 0.6583091619515952}",20,0,-17.098387483880575,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1096,False,"{'a': 0.5, 'e': 0.6577225718353168}",25,0,-13.956880142801786,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
1097,False,"{'a': 0.5, 'e': 0.6571355825860353}",20,0,-105.68752982495984,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
1098,False,"{'a': 0.5, 'e': 0.65654819455996}",25,0,-62.68222015344732,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
1099,False,"{'a': 0.5, 'e': 0.655960408113542}",20,0,-61.19484214536956,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1100,False,"{'a': 0.5, 'e': 0.6553722236034739}",35,0,-242.39716015842754,"{0: 19, 1: 2, 2: 7, 3: 5, 4: 2}",0
1101,False,"{'a': 0.5, 'e': 0.6547836413866904}",30,0,-107.21125304043235,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
1102,False,"{'a': 0.5, 'e': 0.6541946618203673}",20,0,-118.89191228208645,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
1103,False,"{'a': 0.5, 'e': 0.6536052852619216}",25,0,-100.48234862386578,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
1104,False,"{'a': 0.5, 'e': 0.6530155120690111}",30,0,-121.85640976852582,"{0: 22, 1: 2, 2: 1, 3: 4, 4: 1}",0
1105,False,"{'a': 0.5, 'e': 0.652425342599534}",20,0,-132.55970981275482,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
1106,False,"{'a': 0.5, 'e': 0.6518347772116299}",35,0,-127.97323056248706,"{0: 27, 1: 2, 2: 1, 3: 3, 4: 2}",0
1107,False,"{'a': 0.5, 'e': 0.6512438162636776}",30,0,-74.24338607010998,"{0: 19, 1: 3, 2: 8, 3: 0, 4: 0}",0
1108,False,"{'a': 0.5, 'e': 0.6506524601142966}",20,0,2.0176548021247616,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
1109,False,"{'a': 0.5, 'e': 0.6500607091223459}",25,0,-154.73624945589518,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
1110,False,"{'a': 0.5, 'e': 0.6494685636469245}",30,0,-104.40369183811374,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
1111,False,"{'a': 0.5, 'e': 0.6488760240473704}",20,0,-150.9490716499043,"{0: 10, 1: 0, 2: 6, 3: 3, 4: 1}",0
1112,False,"{'a': 0.5, 'e': 0.648283090683261}",20,0,10.481449516539653,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1113,False,"{'a': 0.5, 'e': 0.6476897639144124}",25,0,-82.92182316751806,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
1114,False,"{'a': 0.5, 'e': 0.6470960441008794}",25,0,-25.01397402846074,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
1115,False,"{'a': 0.5, 'e': 0.646501931602956}",20,0,-84.76769642593649,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
1116,False,"{'a': 0.5, 'e': 0.6459074267811737}",20,0,14.769055041639167,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1117,False,"{'a': 0.5, 'e': 0.6453125299963025}",20,0,-147.22249985720566,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
1118,False,"{'a': 0.5, 'e': 0.6447172416093501}",30,0,-206.86153886550275,"{0: 18, 1: 0, 2: 8, 3: 1, 4: 3}",0
1119,False,"{'a': 0.5, 'e': 0.6441215619815618}",25,10,-22.98001659892737,"{0: 9, 1: 4, 2: 2, 3: 0, 4: 0}",1
1120,False,"{'a': 0.5, 'e': 0.6435254914744205}",25,0,-197.75290446398245,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
1121,False,"{'a': 0.5, 'e': 0.6429290304496462}",20,0,-44.02563748269635,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
1122,False,"{'a': 0.5, 'e': 0.6423321792691958}",20,0,-29.523055243120236,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1123,False,"{'a': 0.5, 'e': 0.6417349382952632}",25,0,-102.97992758761397,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
1124,False,"{'a': 0.5, 'e': 0.6411373078902786}",20,0,-69.54963374312362,"{0: 14, 1: 1, 2: 2, 3: 3, 4: 0}",0
1125,False,"{'a': 0.5, 'e': 0.6405392884169085}",25,0,-56.33978408237538,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
1126,False,"{'a': 0.5, 'e': 0.6399408802380558}",20,0,7.542222464578668,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1127,False,"{'a': 0.5, 'e': 0.639342083716859}",20,0,-69.75725315874554,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
1128,False,"{'a': 0.5, 'e': 0.6387428992166925}",20,0,-47.11930987894363,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
1129,False,"{'a': 0.5, 'e': 0.6381433271011658}",20,0,-31.255615100036785,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1130,False,"{'a': 0.5, 'e': 0.637543367734124}",30,0,-183.7536321076561,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 4}",0
1131,False,"{'a': 0.5, 'e': 0.6369430214796469}",20,0,-35.07769723703414,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1132,False,"{'a': 0.5, 'e': 0.6363422887020492}",20,0,-113.77932565273522,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
1133,False,"{'a': 0.5, 'e': 0.6357411697658802}",20,0,-64.84653161251933,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
1134,False,"{'a': 0.5, 'e': 0.6351396650359237}",30,0,9.179794965851965,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
1135,False,"{'a': 0.5, 'e': 0.634537774877197}",30,0,-45.37111475521073,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
1136,False,"{'a': 0.5, 'e': 0.633935499654952}",25,0,-8.141815609607146,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1137,False,"{'a': 0.5, 'e': 0.633332839734674}",30,0,-63.03683368418575,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
1138,False,"{'a': 0.5, 'e': 0.6327297954820816}",20,0,13.142466965075744,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1139,False,"{'a': 0.5, 'e': 0.6321263672631268}",30,0,-146.72850487986722,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
1140,False,"{'a': 0.5, 'e': 0.6315225554439944}",20,0,-146.12103690506308,"{0: 11, 1: 0, 2: 5, 3: 3, 4: 1}",0
1141,False,"{'a': 0.5, 'e': 0.6309183603911025}",20,0,-83.59359213981426,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
1142,False,"{'a': 0.5, 'e': 0.6303137824711011}",20,0,-54.62043747520212,"{0: 15, 1: 1, 2: 1, 3: 3, 4: 0}",0
1143,False,"{'a': 0.5, 'e': 0.6297088220508731}",20,0,-197.8219470018073,"{0: 11, 1: 0, 2: 3, 3: 3, 4: 3}",0
1144,False,"{'a': 0.5, 'e': 0.629103479497533}",20,0,-69.88637498152625,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
1145,False,"{'a': 0.5, 'e': 0.6284977551784277}",20,0,-113.87911519197498,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
1146,False,"{'a': 0.5, 'e': 0.6278916494611354}",25,0,-124.41211479227618,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
1147,False,"{'a': 0.5, 'e': 0.627285162713466}",25,0,-28.505927378825742,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
1148,False,"{'a': 0.5, 'e': 0.6266782953034603}",30,15,-83.87533323647256,"{0: 10, 1: 1, 2: 1, 3: 2, 4: 1}",1
1149,False,"{'a': 0.5, 'e': 0.6260710475993905}",30,0,-68.63145314345228,"{0: 22, 1: 2, 2: 3, 3: 3, 4: 0}",0
1150,False,"{'a': 0.5, 'e': 0.6254634199697593}",20,0,-2.3570856103464015,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1151,False,"{'a': 0.5, 'e': 0.6248554127833001}",25,0,-55.6973252735355,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
1152,False,"{'a': 0.5, 'e': 0.6242470264089764}",25,0,-165.58704899334572,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
1153,False,"{'a': 0.5, 'e': 0.6236382612159822}",25,8,3.0516221271825694,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1154,False,"{'a': 0.5, 'e': 0.6230291175737411}",25,0,-139.67614886807243,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
1155,False,"{'a': 0.5, 'e': 0.6224195958519064}",25,0,-93.44330351838329,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
1156,False,"{'a': 0.5, 'e': 0.6218096964203608}",20,0,-115.16432359911374,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
1157,False,"{'a': 0.5, 'e': 0.6211994196492162}",20,0,-129.62810930379524,"{0: 12, 1: 0, 2: 4, 3: 3, 4: 1}",0
1158,False,"{'a': 0.5, 'e': 0.6205887659088137}",25,0,-73.39346195620116,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
1159,False,"{'a': 0.5, 'e': 0.619977735569723}",20,0,-75.38168931471762,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
1160,False,"{'a': 0.5, 'e': 0.6193663290027422}",25,0,-29.290002127198722,"{0: 21, 1: 2, 2: 0, 3: 2, 4: 0}",0
1161,False,"{'a': 0.5, 'e': 0.6187545465788981}",25,0,-62.14907675930867,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
1162,False,"{'a': 0.5, 'e': 0.618142388669445}",20,0,-121.16885545343209,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 3}",0
1163,False,"{'a': 0.5, 'e': 0.6175298556458657}",20,0,-107.02963480085836,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
1164,False,"{'a': 0.5, 'e': 0.6169169478798703}",25,0,-165.4468237583754,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
1165,False,"{'a': 0.5, 'e': 0.6163036657433961}",25,0,-10.60482412437898,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
1166,False,"{'a': 0.5, 'e': 0.6156900096086081}",30,0,-34.509701710126116,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
1167,False,"{'a': 0.5, 'e': 0.6150759798478979}",20,0,-20.175571693732703,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
1168,False,"{'a': 0.5, 'e': 0.6144615768338838}",25,0,-25.007132594057516,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
1169,False,"{'a': 0.5, 'e': 0.6138468009394108}",20,0,-14.05518077922669,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1170,False,"{'a': 0.5, 'e': 0.6132316525375501}",20,0,-23.147975823193796,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
1171,False,"{'a': 0.5, 'e': 0.612616132001599}",25,0,-81.39231358013326,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
